time,open,high,low,close,EMA 9,EMA 21,Entry,TP,SL
1769571900,179.6,181.7,179.5,180.98,184.35803399307477,189.01244962331938,0,0,0
1769658300,181,182.5,175.95,177.92,183.07042719445982,188.00404511210854,0,0,0
1769744700,178.3,181.9,178.05,180.76,182.60834175556786,187.3454955564623,0,0,0
1769917500,181.75,181.75,176.73,178.46,181.77867340445428,186.53772323314755,0,0,0
1770003900,178.3,186,176.11,185.65,182.55293872356341,186.45702112104323,0,0,0
1770090300,193.5,193.5,183.77,186.06,183.25435097885074,186.42092829185748,0,0,0
1770176700,186,186,182.21,185.75,183.7534807830806,186.35993481077952,0,0,0
1770263100,185.75,185.75,182.52,182.99,183.60078462646447,186.05357710070865,0,0,0
1770349500,181.35,182.22,179.31,180.8,183.0406277011716,185.57597918246242,0,0,0
1770608700,182,188.8,181,188.22,184.07650216093728,185.81634471132946,0,0,0
1770695100,188.7,189.4,185.76,187.35,184.73120172874982,185.9557679193904,0,0,0
1770781500,188.01,189.85,186.8,188.9,185.56496138299985,186.223425381264,0,0,0
1770867900,188.5,188.76,184.05,184.68,185.38796910639988,186.0831139829673,0,0,0
1770954300,184,184,179.04,180.13,184.3363752851199,185.54192180269754,0,0,0
1771213500,180,180.6,176.86,179.56,183.38110022809593,184.99811072972503,0,0,0
1771299900,179.56,182.5,179.23,181.21,182.94688018247675,184.65373702702274,0,0,0
1771386300,181.3,181.72,180.1,180.66,182.48950414598139,184.29067002456614,0,0,0
1771472700,181,181.74,176.62,177.18,181.4276033167851,183.6442454768783,0,0,0
1771559100,177,178.2,175.25,176.68,180.4780826534281,183.01113225170755,0,0,0
1771818300,178.9,185.5,178,180.86,180.55446612274247,182.81557477427958,0,0,0
1771904700,180.9,180.9,177.65,179.64,180.37157289819396,182.52688615843599,0,0,0
1771991100,179.9,180.06,177.55,178.49,179.99525831855516,182.1598965076691,0,0,0
1772077500,179.09,179.7,177.65,178.17,179.63020665484413,181.79717864333554,0,0,0
1772163900,178.39,178.41,175.65,176.06,178.9161653238753,181.27561694848686,0,0,0
1772423100,172.88,174.88,171.1,172.52,177.63693225910023,180.47965177135168,0,0,0
1772595900,169.93,170.64,161.24,163.95,174.8995458072802,178.97695615577425,0,0,0
1772682300,165.19,166.92,163.65,166.36,173.19163664582416,177.82996014161296,0,0,0
1772768700,166,168.5,164.66,167.33,172.01930931665933,176.87541831055722,0,0,0
1773027900,164,164.99,160.45,164.16,170.44744745332747,175.71947119141566,0,0,0
1773114300,166,166,163.17,163.88,169.13395796266198,174.6431556285597,0,0,0
1773200700,163.88,165,161.45,162.12,167.73116637012959,173.50468693505428,0,0,0
1773287100,161.75,161.8,156.6,157.96,165.77693309610368,172.09153357732208,0,0,0
1773373500,157.96,158.4,151.72,153.12,163.24554647688294,170.36684870665644,0,0,0
1773632700,152,156.75,146.25,154.74,161.54443718150634,168.9462260969604,0,0,0
1773719100,154.41,154.89,150.05,150.78,159.39154974520508,167.29475099723672,0,0,0
1773805500,151,160.99,150.72,158.39,159.19123979616407,166.48522817930612,0,0,0
1773891900,156,156.65,152.05,152.7,157.89299183693126,165.23202561755102,0,0,0
1773978300,154,155.75,147,149.01,156.11639346954502,163.75729601595546,0,0,0
1774237500,147.86,147.86,139.1,140.11,152.91511477563603,161.6075418326868,0,0,0
1774323900,145,147.69,138.96,145.27,151.38609182050882,160.12231075698799,0,0,0
1774410300,148,154.17,147.31,148.72,150.85287345640705,159.08573705180726,0,0,0
1774583100,148.5,148.9,140,141.77,149.03629876512565,157.5115791380066,0,0,0
1774842300,140,141.7,137.3,137.87,146.80303901210053,155.72598103455144,0,0,0
1775015100,143.01,148.61,142.38,147.39,146.92043120968043,154.96816457686495,0,0,0
1775101500,144.8,148.6,141.73,148.09,147.15434496774435,154.34287688805904,0,0,0
1775447100,147.5,152.34,144.5,149.7,147.66347597419548,153.92079717096277,0,0,0
1775533500,149,149,143.92,146.78,147.4867807793564,153.27163379178432,0,0,0
1775619900,154,154.79,150.3,151.94,148.37742462348513,153.1505761743494,0,0,0
1775706300,151.97,154.9,150.03,151.37,148.9759396987881,152.9887056130449,0,0,0
1775792700,152.9,155.75,151.47,154.99,150.1787517590305,153.17064146640448,0,0,0
1776051900,151.99,154.95,149.3,154.49,151.0410014072244,153.2905831512768,0,0,0
1776224700,157.5,163.7,156.54,162.25,153.2828011257795,154.10507559206982,0,0,0
1776311100,163.97,164.66,161.13,161.92,155.01024090062361,154.815523265518,0,0,0
1776397500,162.7,164,161.25,162.52,156.5121927204989,155.51593024138,0,0,0
1776656700,162.52,164.15,159.42,162.14,157.6377541763991,156.11811840125455,0,0,0
1776743100,162.6,167.5,161.49,165.05,159.1202033411193,156.93010763750414,0,0,0
1776829500,165.7,166.28,162.4,163.54,160.00416267289543,157.5310069431856,0,0,0
1776915900,162.75,163.52,160.2,160.54,160.11133013831633,157.80455176653234,0,0,0
1777002300,161.14,161.7,157.13,158.33,159.75506411065308,157.85231978775667,0,0,0
1777261500,160,162.08,158.57,160.7,159.94405128852247,158.11119980705152,0,0,0
1777347900,160.65,161.1,157.56,157.94,159.54324103081797,158.09563618822867,0,0,0
1777434300,158.7,161.48,158,160.09,159.65259282465436,158.2769419892988,0,0,0
1777520700,159,161.59,156.01,160.57,159.8360742597235,158.48540180845345,0,0,0
1777866300,161,164.16,160.1,162.81,160.4308594077788,158.87854709859405,0,0,0
1777952700,162.8,163.34,160.78,162.26,160.79668752622302,159.18595190781278,0,0,0
1778039100,163.22,170.25,162.7,169.08,162.45335002097843,160.08541082528436,0,0,0
1778125500,170.2,170.2,165.85,166.18,163.19868001678276,160.63946438662214,0,0,0
1778211900,166,166.5,163.4,164.5,163.45894401342622,160.99042216965648,0,0,0
1778471100,163.4,163.4,158.31,159.37,162.64115521074098,160.84311106332407,0,0,0
1778557500,159,159.99,153.45,153.72,160.85692416859277,160.1955555121128,0,0,0
1778643900,153.5,155.59,152.39,154.75,159.6355393348742,159.70050501101164,0,0,0
1778730300,156,156.4,153,155.35,158.77843146789937,159.30500455546513,0,0,0
1778816700,156,158.67,154.6,155.48,158.11874517431949,158.95727686860465,0,0,0
1779075900,157.79,157.85,150.55,153.44,157.18299613945558,158.45570624418605,0,0,0
1779162300,154.01,156.86,153.86,155.84,156.91439691156447,158.21791476744187,0,0,0
1779248700,154.6,154.7,153.01,153.52,156.23551752925158,157.79083160676532,0,0,0
1779335100,154.2,155.97,153.98,154.5,155.88841402340125,157.49166509705938,0,0,0
1779421500,154.6,155.5,153.65,154.29,155.568731218721,157.20060463369035,0,0,0
1779680700,155.5,157.39,155.5,156.22,155.6989849749768,157.11145875790032,0,0,0
1779767100,156.5,157.5,154.32,154.55,155.46918797998146,156.87859887081848,0,0,0
1779853500,155.8,157.5,154.7,156.43,155.66135038398517,156.8378171552895,0,0,0
1780026300,158,159.8,153.99,154.85,155.49908030718814,156.65710650480864,0,0,0
1780285500,155.49,156.69,152.38,153.37,155.07326424575052,156.35827864073514,0,0,0
1780371900,152.5,153.3,151.5,152.63,154.58461139660042,156.01934421885014,0,0,0
1780458300,152.5,152.8,150.26,152.4,154.14768911728035,155.6903129262274,0,0,0
1780544700,151.8,155.89,151.14,155.33,154.3841512938243,155.65755720566128,0,0,0
1780631100,156,157,151.85,153.18,154.14332103505944,155.43232473241935,0,0,0
